209,7475;60;51,194003
209,774;60;51,704275
209,8005;60;51,551194
209,827;60;52,061466
209,8535;60;51,908384
209,88;60;52,061466
209,9065;60;52,265575
209,933;60;52,061466
209,9595;60;52,571738
209,986;60;52,214547
210,0125;60;52,418656
210,039;60;52,010439
210,0655;60;52,112493
210,092;60;52,112493
210,1185;60;51,908384
210,145;60;52,010439
210,1715;60;51,959411
210,198;60;51,908384
210,2245;60;52,214547
210,251;60;52,112493
210,2775;60;52,265575
210,304;60;52,010439
210,3305;60;52,16352
210,357;60;52,16352
210,3835;60;52,265575
210,41;60;52,214547
210,4365;60;52,214547
210,463;60;52,418656
210,4895;60;52,16352
210,516;60;52,673792
210,5425;60;52,877901
210,569;60;52,979956
210,5955;60;52,775847
210,622;60;52,571738
210,6485;60;52,928929
210,675;60;52,72482
210,7015;60;53,08201
210,728;60;52,877901
210,7545;60;53,030983
210,781;60;52,928929
210,8075;60;52,979956
210,834;60;53,184065
210,8605;60;52,928929
210,887;60;52,928929
210,9135;60;52,673792
210,94;60;52,775847
210,9665;60;52,571738
210,993;60;52,367629
211,0195;60;52,826874
211,046;60;52,775847
211,0725;60;53,133037
211,099;60;53,133037
211,1255;60;53,030983
211,152;60;53,439201
211,1785;60;53,337146
211,205;60;53,133037
211,2315;60;53,235092
211,258;60;52,826874
211,2845;60;52,928929
211,311;60;52,367629
211,3375;60;52,469684
211,364;60;51,908384
211,3905;60;52,010439
211,417;60;52,265575
211,4435;60;52,367629
211,47;60;52,214547
211,4965;60;52,16352
211,523;60;52,265575
211,5495;60;52,112493
211,576;60;52,571738
211,6025;60;52,72482
211,629;60;52,826874
211,6555;60;52,979956
211,682;60;52,775847
211,7085;60;52,826874
211,735;60;52,826874
211,7615;60;52,979956
211,788;60;52,622765
211,8145;60;52,673792
211,841;60;52,979956
211,8675;60;52,72482
211,894;60;53,08201
211,9205;60;53,030983
211,947;60;53,235092
211,9735;60;53,08201
212;60;53,184065
212,0265;60;53,592282
212,053;60;53,286119
212,0795;60;53,796391
212,106;60;53,337146
212,1325;60;52,877901
212,159;60;53,388174
212,1855;60;52,877901
212,212;60;53,184065
212,2385;60;52,775847
212,265;60;53,235092
212,2915;60;52,979956
212,318;60;52,979956
212,3445;60;53,286119
212,371;60;52,979956
212,3975;60;53,030983
212,424;60;52,775847
212,4505;60;53,08201
212,477;60;52,775847
212,5035;60;52,928929
212,53;60;52,622765
212,5565;60;52,520711
212,583;60;52,877901
212,6095;60;52,520711
212,636;60;52,877901
212,6625;60;53,286119
212,689;60;52,877901
212,7155;60;53,184065
212,742;60;52,979956
212,7685;60;53,388174
212,795;60;53,08201
212,8215;60;53,337146
212,848;60;53,388174
212,8745;60;53,030983
212,901;60;53,286119
212,9275;60;53,184065
212,954;60;53,286119
212,9805;60;53,133037
213,007;60;53,388174
213,0335;60;53,337146
213,06;60;52,979956
213,0865;60;53,337146
213,113;60;53,133037
213,1395;60;53,184065
213,166;60;53,286119
213,1925;60;53,235092
213,219;60;53,592282
213,2455;60;53,388174
213,272;60;53,439201
213,2985;60;53,694337
213,325;60;53,745364
213,3515;60;53,439201
213,378;60;53,235092
213,4045;60;53,133037
213,431;60;52,928929
213,4575;60;52,979956
213,484;60;52,826874
213,5105;60;52,775847
213,537;60;52,72482
213,5635;60;52,775847
213,59;60;53,133037
213,6165;60;52,673792
213,643;60;52,826874
213,6695;60;52,571738
213,696;60;53,030983
213,7225;60;53,286119
213,749;60;52,928929
213,7755;60;53,490228
213,802;60;53,388174
213,8285;60;53,592282
213,855;60;53,745364
213,8815;60;53,439201
213,908;60;53,592282
213,9345;60;53,541255
213,961;60;53,541255
